Date,Campaign_ID,Campaign_Name,Campaign_Type,Channel,Age_Group,Gender,Device,Country,Customer_Segment,Impressions,Clicks,CTR,Spend_USD,CPC_USD,Conversions,Conversion_Rate,CPA_USD,Revenue_USD,ROAS
2024-01-18,CMP-002,Winter Clearance,Conversion,Google Display,18-24,Male,Tablet,United States,Returning Customer,35387,282,0.008,128.95,0.46,3,0.0106,42.98,362.6,2.81
2024-01-18,CMP-002,Winter Clearance,Conversion,Google Display,55-64,Female,Desktop,United States,New Customer,10266,82,0.008,37.41,0.46,1,0.0122,37.41,42.41,1.13
2024-01-18,CMP-002,Winter Clearance,Conversion,Google Display,18-24,Male,Mobile,United States,Returning Customer,17757,141,0.0079,64.71,0.46,1,0.0071,64.71,167.12,2.58
2024-01-18,CMP-002,Winter Clearance,Conversion,Google Search,25-34,Female,Mobile,France,Returning Customer,8927,223,0.025,356.84,1.6,11,0.0493,32.44,776.44,2.18
2024-01-18,CMP-002,Winter Clearance,Conversion,Google Search,25-34,Male,Mobile,Australia,Returning Customer,5847,146,0.025,233.7,1.6,7,0.0479,33.39,510.7,2.19
2024-01-18,CMP-002,Winter Clearance,Conversion,Google Search,18-24,Female,Desktop,United States,New Customer,3018,75,0.0249,120.63,1.61,4,0.0533,30.16,193.85,1.61
2024-01-18,CMP-005,Brand Awareness Q1,Awareness,Google Display,55-64,Male,Mobile,United States,New Customer,61627,210,0.0034,157.35,0.75,2,0.0095,78.68,110.19,0.7
2024-01-18,CMP-005,Brand Awareness Q1,Awareness,Google Display,25-34,Male,Mobile,United States,New Customer,26820,91,0.0034,68.48,0.75,1,0.011,68.48,39.81,0.58
2024-01-18,CMP-005,Brand Awareness Q1,Awareness,Google Display,45-54,Male,Mobile,United States,Returning Customer,68173,232,0.0034,174.06,0.75,2,0.0086,87.03,120.06,0.69
2024-01-18,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,18-24,Female,Mobile,Canada,New Customer,3449,30,0.0087,155.6,5.19,1,0.0333,155.6,27.58,0.18
2024-01-18,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,18-24,Male,Desktop,Australia,New Customer,2502,22,0.0088,112.91,5.13,0,0.0,0.0,27.72,0.25
2024-01-18,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,55-64,Male,Desktop,United States,New Customer,4163,36,0.0086,187.81,5.22,1,0.0278,187.81,34.95,0.19
2024-01-18,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,45-54,Female,Desktop,United States,New Customer,12389,117,0.0094,53.07,0.45,2,0.0171,26.54,75.19,1.42
2024-01-18,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,25-34,Male,Desktop,United States,New Customer,33461,317,0.0095,143.33,0.45,4,0.0126,35.83,150.58,1.05
2024-01-18,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,25-34,Male,Mobile,France,Returning Customer,16170,153,0.0095,69.26,0.45,2,0.0131,34.63,77.64,1.12
2024-01-18,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Male,Tablet,United States,Returning Customer,28126,722,0.0257,121.78,0.17,53,0.0734,2.3,7617.63,62.55
2024-01-18,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Male,Tablet,Australia,Returning Customer,12882,331,0.0257,55.77,0.17,24,0.0725,2.32,2282.02,40.92
2024-01-18,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Female,Tablet,United States,Returning Customer,29288,752,0.0257,126.81,0.17,55,0.0731,2.31,5671.92,44.73
2024-01-18,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Female,Mobile,United Kingdom,Returning Customer,3380,69,0.0204,78.41,1.14,1,0.0145,78.41,117.35,1.5
2024-01-18,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,18-24,Female,Mobile,United States,Returning Customer,4632,95,0.0205,107.44,1.13,1,0.0105,107.44,147.53,1.37
2024-01-18,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,65+,Male,Mobile,France,New Customer,27707,138,0.005,119.26,0.86,0,0.0,0.0,37.38,0.31
2024-01-18,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Unknown/Other,Mobile,United Kingdom,Returning Customer,8018,40,0.005,34.51,0.86,0,0.0,0.0,13.42,0.39
2024-01-18,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Female,Mobile,United Kingdom,New Customer,64074,319,0.005,275.81,0.86,1,0.0031,275.81,96.76,0.35
2024-01-19,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,45-54,Female,Mobile,United States,New Customer,41259,739,0.0179,137.16,0.19,31,0.0419,4.42,1628.98,11.88
2024-01-19,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,25-34,Male,Desktop,Germany,Returning Customer,68916,1234,0.0179,229.1,0.19,51,0.0413,4.49,4350.06,18.99
2024-01-19,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,35-44,Male,Desktop,Germany,New Customer,74809,1340,0.0179,248.69,0.19,56,0.0418,4.44,3223.55,12.96
2024-01-19,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,45-54,Female,Desktop,Australia,Returning Customer,1917,31,0.0162,31.19,1.01,1,0.0323,31.19,122.71,3.93
2024-01-19,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,25-34,Unknown/Other,Desktop,Canada,New Customer,684,11,0.0161,11.14,1.01,0,0.0,0.0,38.49,3.46
2024-01-19,CMP-001,New Year Kickoff Sale,Conversion,Google Search,18-24,Female,Tablet,United States,New Customer,10582,255,0.0241,380.91,1.49,7,0.0275,54.42,608.78,1.6
2024-01-19,CMP-001,New Year Kickoff Sale,Conversion,Google Search,45-54,Female,Desktop,United States,New Customer,9929,239,0.0241,357.42,1.5,7,0.0293,51.06,432.71,1.21
2024-01-19,CMP-001,New Year Kickoff Sale,Conversion,Google Search,25-34,Male,Mobile,United Kingdom,New Customer,9036,218,0.0241,325.25,1.49,6,0.0275,54.21,519.39,1.6
2024-01-19,CMP-002,Winter Clearance,Conversion,Facebook Ads,25-34,Male,Tablet,Canada,Returning Customer,11076,138,0.0125,121.61,0.88,4,0.029,30.4,313.9,2.58
2024-01-19,CMP-002,Winter Clearance,Conversion,Facebook Ads,25-34,Female,Tablet,United States,Returning Customer,3601,45,0.0125,39.54,0.88,1,0.0222,39.54,145.37,3.68
2024-01-19,CMP-002,Winter Clearance,Conversion,Facebook Ads,35-44,Female,Mobile,Canada,New Customer,5558,69,0.0124,61.02,0.88,2,0.029,30.51,140.94,2.31
2024-01-19,CMP-002,Winter Clearance,Conversion,Google Display,25-34,Female,Mobile,United States,Returning Customer,85582,437,0.0051,190.4,0.44,5,0.0114,38.08,358.98,1.89
2024-01-19,CMP-002,Winter Clearance,Conversion,Google Display,65+,Male,Desktop,Canada,Returning Customer,78691,402,0.0051,175.07,0.44,4,0.01,43.77,238.34,1.36
2024-01-19,CMP-002,Winter Clearance,Conversion,Google Display,35-44,Female,Mobile,United States,Returning Customer,87041,444,0.0051,193.64,0.44,5,0.0113,38.73,480.44,2.48
2024-01-19,CMP-002,Winter Clearance,Conversion,Google Search,35-44,Male,Mobile,Germany,New Customer,4449,157,0.0353,281.3,1.79,4,0.0255,70.32,317.98,1.13
2024-01-19,CMP-002,Winter Clearance,Conversion,Google Search,35-44,Female,Desktop,Germany,Returning Customer,6388,225,0.0352,403.96,1.8,6,0.0267,67.33,340.36,0.84
2024-01-19,CMP-005,Brand Awareness Q1,Awareness,Google Display,25-34,Male,Desktop,United States,Returning Customer,40658,283,0.007,257.47,0.91,1,0.0035,257.47,51.3,0.2
2024-01-19,CMP-005,Brand Awareness Q1,Awareness,Google Display,18-24,Female,Mobile,United States,New Customer,7292,51,0.007,46.18,0.91,0,0.0,0.0,7.0,0.15
2024-01-19,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,65+,Male,Mobile,United Kingdom,New Customer,4584,27,0.0059,112.01,4.15,1,0.037,112.01,39.04,0.35
2024-01-19,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,45-54,Female,Mobile,United States,New Customer,5685,34,0.006,138.9,4.09,1,0.0294,138.9,60.06,0.43
2024-01-19,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,25-34,Male,Mobile,Australia,New Customer,2783,17,0.0061,67.99,4.0,1,0.0588,67.99,31.71,0.47
2024-01-19,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,18-24,Unknown/Other,Mobile,Canada,New Customer,26942,250,0.0093,200.38,0.8,3,0.012,66.79,102.43,0.51
2024-01-19,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,25-34,Female,Tablet,United Kingdom,New Customer,57837,537,0.0093,430.15,0.8,6,0.0112,71.69,263.0,0.61
2024-01-19,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Female,Mobile,Germany,Returning Customer,6928,141,0.0204,15.04,0.11,8,0.0567,1.88,1163.12,77.34
2024-01-19,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Female,Desktop,United States,Returning Customer,19872,403,0.0203,43.14,0.11,23,0.0571,1.88,3522.49,81.65
2024-01-19,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Male,Mobile,Germany,Returning Customer,10854,220,0.0203,23.56,0.11,13,0.0591,1.81,1681.54,71.37
2024-01-19,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,45-54,Male,Mobile,Germany,New Customer,12502,160,0.0128,219.89,1.37,2,0.0125,109.94,128.28,0.58
2024-01-19,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Male,Mobile,Canada,Returning Customer,3127,40,0.0128,55.0,1.38,0,0.0,0.0,27.41,0.5
2024-01-19,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Male,Desktop,United States,Returning Customer,5761,74,0.0128,101.32,1.37,1,0.0135,101.32,89.33,0.88
2024-01-19,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Female,Mobile,United States,Returning Customer,32925,194,0.0059,151.76,0.78,2,0.0103,75.88,219.73,1.45
2024-01-19,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,18-24,Female,Desktop,United States,New Customer,29538,174,0.0059,136.15,0.78,2,0.0115,68.08,129.61,0.95
2024-01-19,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,55-64,Male,Mobile,Canada,Returning Customer,23529,139,0.0059,108.45,0.78,1,0.0072,108.45,147.7,1.36
2024-01-20,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,55-64,Female,Desktop,United States,New Customer,120969,2249,0.0186,514.85,0.23,111,0.0494,4.64,6237.51,12.12
2024-01-20,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,25-34,Female,Mobile,Australia,New Customer,56314,1047,0.0186,239.68,0.23,51,0.0487,4.7,3313.84,13.83
2024-01-20,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,45-54,Male,Mobile,Germany,Returning Customer,85877,1597,0.0186,365.5,0.23,79,0.0495,4.63,5609.04,15.35
2024-01-20,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,55-64,Female,Mobile,United Kingdom,New Customer,4737,85,0.0179,64.98,0.76,1,0.0118,64.98,51.22,0.79
2024-01-20,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,65+,Male,Mobile,Australia,New Customer,3533,64,0.0181,48.46,0.76,1,0.0156,48.46,47.28,0.98
2024-01-20,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,25-34,Male,Desktop,United States,Returning Customer,2220,40,0.018,30.45,0.76,0,0.0,0.0,25.14,0.83
2024-01-20,CMP-001,New Year Kickoff Sale,Conversion,Google Search,18-24,Female,Mobile,France,New Customer,3126,128,0.0409,292.2,2.28,3,0.0234,97.4,300.59,1.03
2024-01-20,CMP-001,New Year Kickoff Sale,Conversion,Google Search,18-24,Female,Mobile,Canada,New Customer,3669,150,0.0409,342.96,2.29,4,0.0267,85.74,238.79,0.7
2024-01-20,CMP-001,New Year Kickoff Sale,Conversion,Google Search,35-44,Male,Desktop,United Kingdom,Returning Customer,1286,53,0.0412,120.2,2.27,1,0.0189,120.2,111.04,0.92
2024-01-20,CMP-002,Winter Clearance,Conversion,Facebook Ads,35-44,Female,Desktop,United Kingdom,New Customer,7875,126,0.016,101.19,0.8,4,0.0317,25.3,238.99,2.36
2024-01-20,CMP-002,Winter Clearance,Conversion,Facebook Ads,55-64,Male,Desktop,Germany,Returning Customer,4334,69,0.0159,55.69,0.81,2,0.029,27.84,202.15,3.63
2024-01-20,CMP-002,Winter Clearance,Conversion,Facebook Ads,18-24,Female,Mobile,United States,New Customer,2585,41,0.0159,33.22,0.81,1,0.0244,33.22,127.53,3.84
2024-01-20,CMP-002,Winter Clearance,Conversion,Google Display,18-24,Male,Desktop,France,Returning Customer,211975,888,0.0042,415.29,0.47,9,0.0101,46.14,883.57,2.13
2024-01-20,CMP-002,Winter Clearance,Conversion,Google Display,18-24,Female,Desktop,United States,New Customer,185745,778,0.0042,363.9,0.47,8,0.0103,45.49,897.66,2.47
2024-01-20,CMP-002,Winter Clearance,Conversion,Google Search,45-54,Female,Mobile,United States,Returning Customer,1657,52,0.0314,82.06,1.58,2,0.0385,41.03,136.38,1.66
2024-01-20,CMP-002,Winter Clearance,Conversion,Google Search,35-44,Male,Desktop,Canada,New Customer,4212,133,0.0316,208.6,1.57,5,0.0376,41.72,221.37,1.06
2024-01-20,CMP-002,Winter Clearance,Conversion,Google Search,25-34,Female,Mobile,United States,New Customer,7041,222,0.0315,348.71,1.57,9,0.0405,38.75,471.71,1.35
2024-01-20,CMP-005,Brand Awareness Q1,Awareness,Google Display,25-34,Male,Mobile,United States,New Customer,25179,168,0.0067,151.99,0.9,2,0.0119,76.0,84.6,0.56
2024-01-20,CMP-005,Brand Awareness Q1,Awareness,Google Display,18-24,Female,Mobile,Canada,New Customer,29209,195,0.0067,176.32,0.9,2,0.0103,88.16,140.99,0.8
2024-01-20,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,45-54,Unknown/Other,Mobile,Germany,Returning Customer,542,5,0.0092,38.59,7.72,0,0.0,0.0,3.94,0.1
2024-01-20,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,35-44,Male,Mobile,Germany,Returning Customer,650,7,0.0108,46.28,6.61,0,0.0,0.0,6.46,0.14
2024-01-20,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,65+,Female,Mobile,United States,New Customer,1190,12,0.0101,84.7,7.06,0,0.0,0.0,8.81,0.1
2024-01-20,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,45-54,Male,Tablet,France,New Customer,46209,543,0.0118,239.53,0.44,5,0.0092,47.91,284.75,1.19
2024-01-20,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,25-34,Male,Mobile,France,New Customer,36918,434,0.0118,191.37,0.44,4,0.0092,47.84,163.05,0.85
2024-01-20,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,45-54,Female,Mobile,United States,Returning Customer,46997,946,0.0201,161.13,0.17,46,0.0486,3.5,5243.92,32.54
2024-01-20,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Female,Mobile,United States,New Customer,83947,1690,0.0201,287.8,0.17,82,0.0485,3.51,5040.62,17.51
2024-01-20,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,45-54,Male,Mobile,Germany,Returning Customer,8018,165,0.0206,83.68,0.51,3,0.0182,27.89,201.42,2.41
2024-01-20,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Male,Mobile,United States,New Customer,9358,193,0.0206,97.67,0.51,3,0.0155,32.56,399.12,4.09
2024-01-20,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Female,Mobile,United States,Returning Customer,5027,103,0.0205,52.46,0.51,2,0.0194,26.23,171.2,3.26
2024-01-20,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,65+,Female,Mobile,United States,Returning Customer,121948,143,0.0012,105.45,0.74,1,0.007,105.45,86.84,0.82
2024-01-20,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Male,Desktop,France,Returning Customer,82889,97,0.0012,71.67,0.74,1,0.0103,71.67,63.8,0.89
2024-01-21,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,45-54,Male,Mobile,Germany,Returning Customer,45760,1481,0.0324,182.36,0.12,60,0.0405,3.04,4256.89,23.34
2024-01-21,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,45-54,Female,Mobile,United States,Returning Customer,37834,1225,0.0324,150.77,0.12,49,0.04,3.08,4754.07,31.53
2024-01-21,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,45-54,Female,Mobile,United States,Returning Customer,50952,1649,0.0324,203.05,0.12,67,0.0406,3.03,4297.22,21.16
2024-01-21,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,25-34,Male,Mobile,United States,New Customer,52958,1001,0.0189,520.78,0.52,22,0.022,23.67,1870.51,3.59
2024-01-21,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,45-54,Male,Desktop,United States,Returning Customer,75921,1435,0.0189,746.59,0.52,32,0.0223,23.33,2095.46,2.81
2024-01-21,CMP-001,New Year Kickoff Sale,Conversion,Google Search,55-64,Female,Mobile,Australia,Returning Customer,3185,131,0.0411,160.95,1.23,6,0.0458,26.82,673.82,4.19
2024-01-21,CMP-001,New Year Kickoff Sale,Conversion,Google Search,45-54,Male,Mobile,United Kingdom,Returning Customer,4090,168,0.0411,206.7,1.23,8,0.0476,25.84,351.27,1.7
2024-01-21,CMP-002,Winter Clearance,Conversion,Facebook Ads,45-54,Male,Desktop,United States,New Customer,10199,157,0.0154,125.74,0.8,2,0.0127,62.87,124.13,0.99
2024-01-21,CMP-002,Winter Clearance,Conversion,Facebook Ads,18-24,Female,Mobile,United States,Returning Customer,5502,84,0.0153,67.83,0.81,1,0.0119,67.83,115.44,1.7
2024-01-21,CMP-002,Winter Clearance,Conversion,Google Display,35-44,Female,Mobile,United States,Returning Customer,104193,847,0.0081,391.55,0.46,11,0.013,35.6,588.09,1.5
2024-01-21,CMP-002,Winter Clearance,Conversion,Google Display,35-44,Male,Mobile,United States,New Customer,95172,774,0.0081,357.65,0.46,10,0.0129,35.76,653.46,1.83
2024-01-21,CMP-002,Winter Clearance,Conversion,Google Search,35-44,Male,Mobile,United States,New Customer,3023,103,0.0341,274.05,2.66,7,0.068,39.15,434.22,1.58
2024-01-21,CMP-002,Winter Clearance,Conversion,Google Search,65+,Female,Mobile,United States,Returning Customer,3251,111,0.0341,294.78,2.66,7,0.0631,42.11,575.81,1.95
2024-01-21,CMP-005,Brand Awareness Q1,Awareness,Google Display,55-64,Male,Mobile,United States,New Customer,11464,111,0.0097,79.47,0.72,1,0.009,79.47,22.45,0.28
2024-01-21,CMP-005,Brand Awareness Q1,Awareness,Google Display,25-34,Female,Desktop,United States,New Customer,33302,324,0.0097,230.85,0.71,2,0.0062,115.42,133.04,0.58
2024-01-21,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,35-44,Male,Desktop,United States,New Customer,5238,23,0.0044,80.18,3.49,1,0.0435,80.18,42.16,0.53
2024-01-21,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,35-44,Male,Desktop,United Kingdom,New Customer,15905,70,0.0044,243.48,3.48,2,0.0286,121.74,112.23,0.46
2024-01-21,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,55-64,Male,Mobile,United States,Returning Customer,26004,325,0.0125,218.82,0.67,4,0.0123,54.7,265.47,1.21
2024-01-21,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,45-54,Male,Mobile,United Kingdom,Returning Customer,18286,228,0.0125,153.87,0.67,3,0.0132,51.29,96.78,0.63
2024-01-21,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,45-54,Female,Tablet,Australia,Returning Customer,3816,95,0.0249,14.57,0.15,5,0.0526,2.91,276.94,19.01
2024-01-21,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Female,Mobile,United States,Returning Customer,8549,212,0.0248,32.65,0.15,12,0.0566,2.72,1727.49,52.91
2024-01-21,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,45-54,Unknown/Other,Mobile,United States,Returning Customer,3675,71,0.0193,59.7,0.84,2,0.0282,29.85,114.06,1.91
2024-01-21,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Male,Desktop,United States,Returning Customer,9673,187,0.0193,157.16,0.84,4,0.0214,39.29,448.08,2.85
2024-01-21,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Male,Mobile,Australia,Returning Customer,71383,182,0.0025,125.64,0.69,3,0.0165,41.88,460.45,3.66
2024-01-21,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,45-54,Male,Mobile,Australia,Returning Customer,116395,297,0.0026,204.86,0.69,5,0.0168,40.97,341.12,1.67
2024-01-21,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Female,Mobile,Canada,Returning Customer,35571,91,0.0026,62.61,0.69,2,0.022,31.3,178.88,2.86
2024-01-22,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,25-34,Male,Desktop,United Kingdom,New Customer,63656,1188,0.0187,140.73,0.12,41,0.0345,3.43,3964.02,28.17
2024-01-22,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,55-64,Male,Mobile,United Kingdom,Returning Customer,77117,1439,0.0187,170.49,0.12,49,0.0341,3.48,2944.47,17.27
2024-01-22,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,18-24,Male,Desktop,United Kingdom,Returning Customer,4335,76,0.0175,67.34,0.89,1,0.0132,67.34,98.32,1.46
2024-01-22,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,35-44,Female,Desktop,United States,New Customer,23792,415,0.0174,369.59,0.89,5,0.012,73.92,297.92,0.81
2024-01-22,CMP-001,New Year Kickoff Sale,Conversion,Google Search,45-54,Male,Mobile,United States,Returning Customer,4477,210,0.0469,416.3,1.98,11,0.0524,37.85,700.5,1.68
2024-01-22,CMP-001,New Year Kickoff Sale,Conversion,Google Search,25-34,Male,Mobile,United Kingdom,Returning Customer,6309,295,0.0468,586.72,1.99,15,0.0508,39.11,789.59,1.35
2024-01-22,CMP-002,Winter Clearance,Conversion,Facebook Ads,35-44,Female,Desktop,United States,New Customer,5411,71,0.0131,108.2,1.52,2,0.0282,54.1,115.31,1.07
2024-01-22,CMP-002,Winter Clearance,Conversion,Facebook Ads,35-44,Female,Mobile,United Kingdom,Returning Customer,32272,421,0.013,645.28,1.53,10,0.0238,64.53,1161.9,1.8
2024-01-22,CMP-002,Winter Clearance,Conversion,Google Display,55-64,Male,Mobile,Australia,New Customer,72579,312,0.0043,287.62,0.92,3,0.0096,95.87,348.02,1.21
2024-01-22,CMP-002,Winter Clearance,Conversion,Google Display,18-24,Female,Mobile,United States,New Customer,35335,152,0.0043,140.02,0.92,2,0.0132,70.01,147.27,1.05
2024-01-22,CMP-002,Winter Clearance,Conversion,Google Search,25-34,Female,Tablet,Canada,New Customer,592,21,0.0355,63.05,3.0,1,0.0476,63.05,37.45,0.59
2024-01-22,CMP-002,Winter Clearance,Conversion,Google Search,18-24,Male,Tablet,Germany,New Customer,1365,49,0.0359,145.36,2.97,1,0.0204,145.36,99.39,0.68
2024-01-22,CMP-005,Brand Awareness Q1,Awareness,Google Display,25-34,Male,Tablet,Australia,Returning Customer,127705,102,0.0008,86.24,0.85,1,0.0098,86.24,62.57,0.73
2024-01-22,CMP-005,Brand Awareness Q1,Awareness,Google Display,25-34,Male,Mobile,United States,New Customer,191098,153,0.0008,129.04,0.84,2,0.0131,64.52,68.91,0.53
2024-01-22,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,55-64,Female,Mobile,United States,Returning Customer,3045,28,0.0092,106.06,3.79,1,0.0357,106.06,28.45,0.27
2024-01-22,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,45-54,Male,Desktop,United States,Returning Customer,2845,26,0.0091,99.1,3.81,1,0.0385,99.1,33.51,0.34
2024-01-22,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,45-54,Male,Desktop,France,New Customer,2036,19,0.0093,70.93,3.73,0,0.0,0.0,16.56,0.23
2024-01-22,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,25-34,Female,Mobile,United States,Returning Customer,115573,533,0.0046,224.21,0.42,3,0.0056,74.74,159.4,0.71
2024-01-22,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,25-34,Male,Mobile,Canada,New Customer,171670,792,0.0046,333.05,0.42,5,0.0063,66.61,339.57,1.02
2024-01-22,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,55-64,Male,Desktop,Canada,Returning Customer,17296,543,0.0314,91.92,0.17,40,0.0737,2.3,3159.71,34.37
2024-01-22,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Male,Desktop,United States,Returning Customer,17330,544,0.0314,92.11,0.17,40,0.0735,2.3,3047.78,33.09
2024-01-22,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,65+,Male,Mobile,United States,Returning Customer,22091,693,0.0314,117.41,0.17,51,0.0736,2.3,5592.31,47.63
2024-01-22,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,18-24,Male,Mobile,United States,New Customer,1480,19,0.0128,17.06,0.9,1,0.0526,17.06,35.53,2.08
2024-01-22,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Male,Mobile,United States,Returning Customer,2323,30,0.0129,26.78,0.89,1,0.0333,26.78,123.49,4.61
2024-01-22,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Female,Desktop,Australia,Returning Customer,3777,48,0.0127,43.54,0.91,1,0.0208,43.54,126.01,2.89
2024-01-22,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,55-64,Male,Mobile,United States,Returning Customer,30233,269,0.0089,203.1,0.76,3,0.0112,67.7,312.91,1.54
2024-01-22,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Male,Mobile,United States,Returning Customer,11486,102,0.0089,77.16,0.76,1,0.0098,77.16,103.33,1.34
2024-01-22,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,18-24,Female,Mobile,Germany,Returning Customer,31048,276,0.0089,208.58,0.76,4,0.0145,52.14,234.96,1.13
2024-01-23,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,18-24,Male,Desktop,United States,New Customer,110889,2794,0.0252,139.7,0.05,93,0.0333,1.5,9050.34,64.78
2024-01-23,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,35-44,Male,Mobile,Australia,New Customer,95692,2411,0.0252,120.55,0.05,80,0.0332,1.51,5749.25,47.69
2024-01-23,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,35-44,Male,Mobile,United States,Returning Customer,116262,2929,0.0252,146.47,0.05,97,0.0331,1.51,7298.39,49.83
2024-01-23,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,65+,Female,Mobile,United Kingdom,Returning Customer,7760,125,0.0161,130.85,1.05,2,0.016,65.42,195.71,1.5
2024-01-23,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,25-34,Male,Desktop,United States,Returning Customer,20920,337,0.0161,352.75,1.05,7,0.0208,50.39,547.71,1.55
2024-01-23,CMP-001,New Year Kickoff Sale,Conversion,Google Search,35-44,Female,Desktop,United States,Returning Customer,3826,139,0.0363,305.55,2.2,5,0.036,61.11,579.31,1.9
